Season,G#,Team,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2016,2,CAR,SFO,-12.0,44.5,"W, 46-27",Won,Over
2016,3,CAR,MIN,-6.0,43.0,"L, 10-22",Lost,Under
2016,4,CAR,@ATL,-2.5,48.5,"L, 33-48",Lost,Over
2016,5,CAR,TAM,-6.0,46.5,"L, 14-17",Lost,Under
2016,6,CAR,@NOR,-2.5,53.5,"L, 38-41",Lost,Over
2016,7,CAR,ARI,-2.5,45.5,"W, 30-20",Won,Over
2016,8,CAR,@LAR,-3.0,44.5,"W, 13-10",Push,Under
2016,9,CAR,KAN,-3.0,44.0,"L, 17-20",Lost,Under
2016,10,CAR,NOR,-3.5,52.5,"W, 23-20",Lost,Under
2016,11,CAR,@OAK,3.5,48.5,"L, 32-35",Won,Over
2016,12,CAR,@SEA,8.0,43.5,"L, 7-40",Lost,Over
2016,13,CAR,SDG,-1.0,48.5,"W, 28-16",Won,Under
2016,14,CAR,@WAS,7.0,50.5,"W, 26-15",Won,Under
2016,15,CAR,ATL,3.0,49.0,"L, 16-33",Lost,Push
2016,16,CAR,@TAM,3.0,44.5,"L, 16-17",Won,Under
2016,1,CHI,@HOU,5.5,43.0,"L, 14-23",Lost,Under
2016,2,CHI,PHI,-3.0,42.5,"L, 14-29",Lost,Over
2016,3,CHI,@DAL,6.5,44.5,"L, 17-31",Lost,Over
2016,4,CHI,DET,3.0,48.0,"W, 17-14",Won,Under
2016,5,CHI,@IND,4.0,47.5,"L, 23-29",Lost,Over
2016,6,CHI,JAX,-2.5,46.0,"L, 16-17",Lost,Under
2016,7,CHI,@GNB,7.5,46.5,"L, 10-26",Lost,Under
2016,8,CHI,MIN,4.5,39.5,"W, 20-10",Won,Under
2016,9,CHI,@TAM,-2.5,45.0,"L, 10-36",Lost,Over
2016,10,CHI,@NYG,7.0,41.5,"L, 16-22",Won,Under
2016,11,CHI,TEN,6.5,41.5,"L, 21-27",Won,Over
2016,12,CHI,SFO,0.0,44.0,"W, 26-6",Won,Under
2016,13,CHI,@DET,7.5,42.0,"L, 17-20",Won,Under
2016,14,CHI,GNB,4.5,40.0,"L, 27-30",Won,Over
2016,15,CHI,WAS,3.0,49.0,"L, 21-41",Lost,Over
2016,16,CHI,@MIN,6.0,44.0,"L, 10-38",Lost,Over
2016,1,CIN,@NYJ,1.0,42.0,"W, 23-22",Won,Over
2016,2,CIN,@PIT,3.0,48.0,"L, 16-24",Lost,Under
2016,3,CIN,DEN,-3.5,42.0,"L, 17-29",Lost,Over
2016,4,CIN,MIA,-7.5,46.0,"W, 22-7",Won,Under
2016,5,CIN,@DAL,-2.5,46.0,"L, 14-28",Lost,Under
2016,6,CIN,@NWE,7.5,48.0,"L, 17-35",Lost,Over
2016,7,CIN,CLE,-11.0,46.5,"W, 31-17",Won,Over
2016,8,CIN,WAS,-3.0,49.0,"T, 27-27",Lost,Over
2016,9,CIN,@NYG,-1.0,49.5,"L, 20-21",Lost,Under
2016,10,CIN,BUF,-2.5,48.0,"L, 12-16",Lost,Under
2016,11,CIN,@BAL,3.5,41.5,"L, 14-19",Lost,Under
2016,12,CIN,PHI,-2.0,42.0,"W, 32-14",Won,Over
2016,13,CIN,@CLE,-4.5,42.0,"W, 23-10",Won,Under
2016,14,CIN,PIT,3.0,45.5,"L, 20-24",Lost,Under
2016,15,CIN,@HOU,3.0,41.5,"L, 10-12",Won,Under
2016,16,CIN,BAL,2.5,40.5,"W, 27-10",Won,Under
2016,1,CLE,@PHI,4.0,41.5,"L, 10-29",Lost,Under
2016,2,CLE,BAL,4.0,42.0,"L, 20-25",Lost,Over
2016,3,CLE,@MIA,10.0,42.0,"L, 24-30",Won,Over
2016,4,CLE,@WAS,7.5,48.0,"L, 20-31",Lost,Over
2016,5,CLE,NWE,10.0,47.5,"L, 13-33",Lost,Under
2016,6,CLE,@TEN,7.5,44.5,"L, 26-28",Won,Over
2016,7,CLE,@CIN,11.0,46.5,"L, 17-31",Lost,Over
2016,8,CLE,NYJ,2.5,45.5,"L, 28-31",Lost,Over
2016,9,CLE,DAL,7.0,49.0,"L, 10-35",Lost,Under
2016,10,CLE,@BAL,7.5,44.0,"L, 7-28",Lost,Under
2016,11,CLE,PIT,8.0,45.5,"L, 9-24",Lost,Under
2016,12,CLE,NYG,6.5,46.5,"L, 13-27",Lost,Under
2016,13,CLE,CIN,4.5,42.0,"L, 10-23",Lost,Under
2016,14,CLE,@BUF,10.5,43.0,"L, 13-33",Lost,Over
2016,15,CLE,SDG,4.5,45.0,"W, 20-17",Won,Under
2016,16,CLE,@PIT,3.0,41.5,"L, 24-27",Push,Over
2016,1,DAL,NYG,-1.0,47.5,"L, 19-20",Lost,Under
2016,2,DAL,@WAS,3.5,47.0,"W, 27-23",Won,Over
2016,3,DAL,CHI,-6.5,44.5,"W, 31-17",Won,Over
2016,4,DAL,@SFO,-1.0,44.5,"W, 24-17",Won,Under
2016,5,DAL,CIN,2.5,46.0,"W, 28-14",Won,Under
2016,6,DAL,@GNB,5.0,47.0,"W, 30-16",Won,Under
2016,7,DAL,PHI,-5.0,44.0,"W, 29-23",Won,Over
2016,8,DAL,@CLE,-7.0,49.0,"W, 35-10",Won,Under
2016,9,DAL,@PIT,3.0,50.5,"W, 35-30",Won,Over
2016,10,DAL,BAL,-7.0,44.5,"W, 27-17",Won,Under
2016,11,DAL,WAS,-5.5,53.0,"W, 31-26",Lost,Over
2016,12,DAL,@MIN,-3.0,43.5,"W, 17-15",Lost,Under
2016,13,DAL,@NYG,-3.5,47.0,"L, 7-10",Lost,Under
2016,14,DAL,TAM,-7.0,47.5,"W, 26-20",Lost,Under
2016,15,DAL,DET,-6.5,46.5,"W, 42-21",Won,Over
2016,16,DAL,@PHI,6.5,44.0,"L, 13-27",Lost,Under
2016,17,DAL,GNB,-5.5,52.5,"L, 31-34",Lost,Over
2016,1,GNB,@JAX,-3.5,47.0,"W, 27-23",Won,Over
2016,2,GNB,@MIN,-1.5,43.0,"L, 14-17",Lost,Under
2016,3,GNB,DET,-6.0,47.5,"W, 34-27",Won,Over
2016,4,GNB,NYG,-7.0,49.0,"W, 23-16",Push,Under
2016,5,GNB,DAL,-5.0,47.0,"L, 16-30",Lost,Under
2016,6,GNB,CHI,-7.5,46.5,"W, 26-10",Won,Under
2016,7,GNB,@ATL,3.0,51.0,"L, 32-33",Won,Over
2016,8,GNB,IND,-7.5,52.0,"L, 26-31",Lost,Over
2016,9,GNB,@TEN,-3.0,48.5,"L, 25-47",Lost,Over
2016,10,GNB,@WAS,3.0,48.0,"L, 24-42",Lost,Over
2016,11,GNB,@PHI,4.0,47.0,"W, 27-13",Won,Under
2016,12,GNB,HOU,-6.5,44.5,"W, 21-13",Won,Under
2016,13,GNB,SEA,3.0,47.0,"W, 38-10",Won,Over
2016,14,GNB,@CHI,-4.5,40.0,"W, 30-27",Lost,Over
2016,15,GNB,MIN,-6.0,44.5,"W, 38-25",Won,Over
2016,16,GNB,@DET,-3.5,50.0,"W, 31-24",Won,Over
2016,17,GNB,NYG,-5.0,46.5,"W, 38-13",Won,Over
2016,18,GNB,@DAL,5.5,52.5,"W, 34-31",Won,Over
2016,19,GNB,@ATL,6.5,59.5,"L, 21-44",Lost,Over
2016,1,HTX,CHI,-5.5,43.0,"W, 23-14",Won,Under
2016,2,HTX,KAN,1.0,41.5,"W, 19-12",Won,Under
2016,3,HTX,@NWE,0.0,38.5,"L, 0-27",Lost,Under
2016,4,HTX,TEN,-4.0,40.0,"W, 27-20",Won,Over
2016,5,HTX,@MIN,6.0,39.0,"L, 13-31",Lost,Over
2016,6,HTX,IND,-3.0,47.5,"W, 26-23",Push,Over
2016,7,HTX,@DEN,8.5,40.0,"L, 9-27",Lost,Under
2016,8,HTX,DET,-1.0,46.5,"W, 20-13",Won,Under
2016,9,HTX,@JAX,3.0,42.0,"W, 24-21",Won,Over
2016,10,HTX,@OAK,6.5,45.5,"L, 20-27",Lost,Over
2016,11,HTX,SDG,2.5,45.5,"L, 13-21",Lost,Under
2016,12,HTX,@GNB,6.5,44.5,"L, 13-21",Lost,Under
2016,13,HTX,@IND,6.5,47.5,"W, 22-17",Won,Under
2016,14,HTX,JAX,-3.5,39.5,"W, 21-20",Lost,Over
2016,15,HTX,CIN,-3.0,41.5,"W, 12-10",Lost,Under
2016,16,HTX,@TEN,3.0,41.5,"L, 17-24",Lost,Under
2016,17,HTX,OAK,-4.0,38.0,"W, 27-14",Won,Over
2016,18,HTX,@NWE,16.0,44.0,"L, 16-34",Lost,Over
2016,1,CLT,DET,-2.5,51.0,"L, 35-39",Lost,Over
2016,2,CLT,@DEN,6.0,47.0,"L, 20-34",Lost,Over
2016,3,CLT,SDG,-1.5,51.5,"W, 26-22",Won,Under
2016,4,CLT,@JAX,-1.0,48.0,"L, 27-30",Lost,Over
2016,5,CLT,CHI,-4.0,47.5,"W, 29-23",Won,Over
2016,6,CLT,@HOU,3.0,47.5,"L, 23-26",Push,Over
2016,7,CLT,@TEN,4.0,48.0,"W, 34-26",Won,Over
2016,8,CLT,KAN,3.0,50.5,"L, 14-30",Lost,Under
2016,9,CLT,@GNB,7.5,52.0,"W, 31-26",Won,Over
2016,10,CLT,TEN,-3.0,53.5,"W, 24-17",Won,Under
2016,11,CLT,PIT,8.0,50.0,"L, 7-28",Lost,Under
2016,12,CLT,@NYJ,1.0,48.5,"W, 41-10",Won,Over
2016,13,CLT,HOU,-6.5,47.5,"L, 17-22",Lost,Under
2016,14,CLT,@MIN,5.0,44.5,"W, 34-6",Won,Under
2016,15,CLT,@OAK,3.5,52.0,"L, 25-33",Lost,Over
2016,16,CLT,JAX,-5.5,48.5,"W, 24-20",Lost,Under
2016,1,JAX,GNB,3.5,47.0,"L, 23-27",Lost,Over
2016,2,JAX,@SDG,3.0,47.5,"L, 14-38",Lost,Over
2016,3,JAX,BAL,2.5,45.0,"L, 17-19",Won,Under
2016,4,JAX,IND,1.0,48.0,"W, 30-27",Won,Over
2016,5,JAX,@CHI,2.5,46.0,"W, 17-16",Won,Under
2016,6,JAX,OAK,-2.0,47.5,"L, 16-33",Lost,Over
2016,7,JAX,@TEN,3.0,43.5,"L, 22-36",Lost,Over
2016,8,JAX,@KAN,7.0,42.5,"L, 14-19",Won,Under
2016,9,JAX,HOU,-3.0,42.0,"L, 21-24",Lost,Over
2016,10,JAX,@DET,5.5,47.0,"L, 19-26",Lost,Under
2016,11,JAX,@BUF,8.5,43.5,"L, 21-28",Won,Over
2016,12,JAX,DEN,3.5,38.5,"L, 10-20",Lost,Under
2016,13,JAX,MIN,3.0,38.0,"L, 16-25",Lost,Over
2016,14,JAX,@HOU,3.5,39.5,"L, 20-21",Won,Over
2016,15,JAX,TEN,4.0,44.0,"W, 38-17",Won,Over
2016,16,JAX,@IND,5.5,48.5,"L, 20-24",Won,Under
2016,1,KAN,SDG,-6.5,45.5,"W, 33-27",Lost,Over
2016,2,KAN,@HOU,-1.0,41.5,"L, 12-19",Lost,Under
2016,3,KAN,NYJ,-3.0,44.5,"W, 24-3",Won,Under
2016,4,KAN,@PIT,3.0,48.0,"L, 14-43",Lost,Over
2016,5,KAN,@OAK,-1.0,46.5,"W, 26-10",Won,Under
2016,6,KAN,NOR,-7.0,51.5,"W, 27-21",Lost,Under
2016,7,KAN,@IND,-3.0,50.5,"W, 30-14",Won,Under
2016,8,KAN,JAX,-7.0,42.5,"W, 19-14",Lost,Under
2016,9,KAN,@CAR,3.0,44.0,"W, 20-17",Won,Under
2016,10,KAN,TAM,-7.0,45.0,"L, 17-19",Lost,Under
2016,11,KAN,@DEN,3.5,40.0,"W, 30-27",Won,Over
2016,12,KAN,@ATL,5.0,50.0,"W, 29-28",Won,Over
2016,13,KAN,OAK,-3.5,46.0,"W, 21-13",Won,Under
2016,14,KAN,TEN,-6.0,43.0,"L, 17-19",Lost,Under
2016,15,KAN,DEN,-3.5,38.0,"W, 33-10",Won,Over
2016,16,KAN,@SDG,-5.5,45.0,"W, 37-27",Won,Over
2016,17,KAN,PIT,-2.5,45.5,"L, 16-18",Lost,Under
2016,1,SDG,@KAN,6.5,45.5,"L, 27-33",Won,Over
2016,2,SDG,JAX,-3.0,47.5,"W, 38-14",Won,Over
2016,3,SDG,@IND,1.5,51.5,"L, 22-26",Lost,Under
2016,4,SDG,NOR,-3.5,54.0,"L, 34-35",Lost,Over
2016,5,SDG,@OAK,3.5,50.5,"L, 31-34",Won,Over
2016,6,SDG,DEN,3.0,44.0,"W, 21-13",Won,Under
2016,7,SDG,@ATL,4.5,52.5,"W, 33-30",Won,Over
2016,8,SDG,@DEN,3.5,43.0,"L, 19-27",Lost,Over
2016,9,SDG,TEN,-3.5,47.5,"W, 43-35",Won,Over
2016,10,SDG,MIA,-4.0,48.5,"L, 24-31",Lost,Over
2016,11,SDG,@HOU,-2.5,45.5,"W, 21-13",Won,Under
2016,12,SDG,TAM,-3.5,49.0,"L, 21-28",Lost,Push
2016,13,SDG,@CAR,1.0,48.5,"L, 16-28",Lost,Under
2016,14,SDG,OAK,2.5,49.5,"L, 16-19",Lost,Under
2016,15,SDG,@CLE,-4.5,45.0,"L, 17-20",Lost,Under
2016,16,SDG,KAN,5.5,45.0,"L, 27-37",Lost,Over
2016,1,RAM,@SFO,-2.5,43.0,"L, 0-28",Lost,Under
2016,2,RAM,SEA,5.5,38.0,"W, 9-3",Won,Under
2016,3,RAM,@TAM,3.5,40.5,"W, 37-32",Won,Over
2016,4,RAM,@ARI,10.0,43.5,"W, 17-13",Won,Under
2016,5,RAM,BUF,2.5,41.5,"L, 19-30",Lost,Over
2016,6,RAM,@DET,2.5,44.0,"L, 28-31",Lost,Over
2016,7,RAM,NYG,2.5,44.5,"L, 10-17",Lost,Under
2016,8,RAM,CAR,3.0,44.5,"L, 10-13",Push,Under
2016,9,RAM,@NYJ,-1.0,39.0,"W, 9-6",Won,Under
2016,10,RAM,MIA,-1.0,39.0,"L, 10-14",Lost,Under
2016,11,RAM,@NOR,8.0,45.0,"L, 21-49",Lost,Over
2016,12,RAM,@NWE,13.0,44.5,"L, 10-26",Lost,Under
2016,13,RAM,ATL,4.5,44.0,"L, 14-42",Lost,Over
2016,14,RAM,@SEA,15.0,39.5,"L, 3-24",Lost,Under
2016,15,RAM,SFO,-6.0,39.5,"L, 21-22",Lost,Over
2016,16,RAM,ARI,7.0,39.0,"L, 6-44",Lost,Over
2016,1,RAI,@NOR,2.5,50.0,"W, 35-34",Won,Over
2016,2,RAI,ATL,-4.0,47.5,"L, 28-35",Lost,Over
2016,3,RAI,@TEN,-1.5,47.0,"W, 17-10",Won,Under
2016,4,RAI,@BAL,3.5,45.0,"W, 28-27",Won,Over
2016,5,RAI,SDG,-3.5,50.5,"W, 34-31",Lost,Over
2016,6,RAI,KAN,1.0,46.5,"L, 10-26",Lost,Under
2016,7,RAI,@JAX,2.0,47.5,"W, 33-16",Won,Over
2016,8,RAI,@TAM,1.0,48.0,"W, 30-24",Won,Over
2016,9,RAI,DEN,-1.0,44.5,"W, 30-20",Won,Over
2016,10,RAI,HOU,-6.5,45.5,"W, 27-20",Won,Over
2016,11,RAI,CAR,-3.5,48.5,"W, 35-32",Lost,Over
2016,12,RAI,BUF,-3.0,48.5,"W, 38-24",Won,Over
2016,13,RAI,@KAN,3.5,46.0,"L, 13-21",Lost,Under
2016,14,RAI,@SDG,-2.5,49.5,"W, 19-16",Won,Under
2016,15,RAI,IND,-3.5,52.0,"W, 33-25",Won,Over
2016,16,RAI,@DEN,1.0,40.0,"L, 6-24",Lost,Under
2016,17,RAI,@HOU,4.0,38.0,"L, 14-27",Lost,Over
2016,1,MIA,@SEA,10.5,43.5,"L, 10-12",Won,Under
2016,2,MIA,@NWE,5.5,42.0,"L, 24-31",Lost,Over
2016,3,MIA,CLE,-10.0,42.0,"W, 30-24",Lost,Over
2016,4,MIA,@CIN,7.5,46.0,"L, 7-22",Lost,Under
2016,5,MIA,TEN,-2.5,44.5,"L, 17-30",Lost,Over
2016,6,MIA,PIT,7.5,49.5,"W, 30-15",Won,Under
2016,7,MIA,BUF,2.5,46.0,"W, 28-25",Won,Over
2016,8,MIA,NYJ,-3.5,45.0,"W, 27-23",Won,Over
2016,9,MIA,@SDG,4.0,48.5,"W, 31-24",Won,Over
2016,10,MIA,@LAR,1.0,39.0,"W, 14-10",Won,Under
2016,11,MIA,SFO,-7.5,44.5,"W, 31-24",Lost,Over
2016,12,MIA,@BAL,3.5,41.5,"L, 6-38",Lost,Over
2016,13,MIA,ARI,2.0,44.0,"W, 26-23",Won,Over
2016,14,MIA,@NYJ,-2.5,40.0,"W, 34-13",Won,Over
2016,15,MIA,@BUF,4.5,44.5,"W, 34-31",Won,Over
2016,16,MIA,NWE,7.5,47.0,"L, 14-35",Lost,Over
2016,17,MIA,@PIT,11.0,47.5,"L, 12-30",Lost,Under
2016,1,MIN,@TEN,-2.5,40.0,"W, 25-16",Won,Over
2016,2,MIN,GNB,1.5,43.0,"W, 17-14",Won,Under
2016,3,MIN,@CAR,6.0,43.0,"W, 22-10",Won,Under
2016,4,MIN,NYG,-3.5,42.5,"W, 24-10",Won,Under
2016,5,MIN,HOU,-6.0,39.0,"W, 31-13",Won,Over
2016,6,MIN,@PHI,-3.0,39.0,"L, 10-21",Lost,Under
2016,7,MIN,@CHI,-4.5,39.5,"L, 10-20",Lost,Under
2016,8,MIN,DET,-4.5,42.5,"L, 16-22",Lost,Under
2016,9,MIN,@WAS,2.5,42.0,"L, 20-26",Lost,Over
2016,10,MIN,ARI,-2.0,39.5,"W, 30-24",Won,Over
2016,11,MIN,@DET,1.5,42.0,"L, 13-16",Lost,Under
2016,12,MIN,DAL,3.0,43.5,"L, 15-17",Won,Under
2016,13,MIN,@JAX,-3.0,38.0,"W, 25-16",Won,Over
2016,14,MIN,IND,-5.0,44.5,"L, 6-34",Lost,Under
2016,15,MIN,@GNB,6.0,44.5,"L, 25-38",Lost,Over
2016,16,MIN,CHI,-6.0,44.0,"W, 38-10",Won,Over
2016,1,NWE,@ARI,9.0,44.5,"W, 23-21",Won,Under
2016,2,NWE,MIA,-5.5,42.0,"W, 31-24",Won,Over
2016,3,NWE,HOU,0.0,38.5,"W, 27-0",Won,Under
2016,4,NWE,BUF,-3.5,41.0,"L, 0-16",Lost,Under
2016,5,NWE,@CLE,-10.0,47.5,"W, 33-13",Won,Under
2016,6,NWE,CIN,-7.5,48.0,"W, 35-17",Won,Over
2016,7,NWE,@PIT,-7.5,49.0,"W, 27-16",Won,Under
2016,8,NWE,@BUF,-5.5,48.0,"W, 41-25",Won,Over
2016,9,NWE,SEA,-7.5,49.5,"L, 24-31",Lost,Over
2016,10,NWE,@SFO,-10.5,51.5,"W, 30-17",Won,Under
2016,11,NWE,@NYJ,-8.5,48.0,"W, 22-17",Lost,Under
2016,12,NWE,LAR,-13.0,44.5,"W, 26-10",Won,Under
2016,13,NWE,BAL,-6.0,45.0,"W, 30-23",Won,Over
2016,14,NWE,@DEN,-3.0,43.0,"W, 16-3",Won,Under
2016,15,NWE,NYJ,-17.0,45.0,"W, 41-3",Won,Under
2016,16,NWE,@MIA,-7.5,47.0,"W, 35-14",Won,Over
2016,17,NWE,HOU,-16.0,44.0,"W, 34-16",Won,Over
2016,18,NWE,PIT,-5.5,50.0,"W, 36-17",Won,Over
2016,19,NWE,ATL,-3.0,57.0,"W, 34-28",Won,Over
2016,1,NOR,OAK,-2.5,50.0,"L, 34-35",Lost,Over
2016,2,NOR,@NYG,3.5,54.0,"L, 13-16",Won,Under
2016,3,NOR,ATL,-2.5,54.0,"L, 32-45",Lost,Over
2016,4,NOR,@SDG,3.5,54.0,"W, 35-34",Won,Over
2016,5,NOR,CAR,2.5,53.5,"W, 41-38",Won,Over
2016,6,NOR,@KAN,7.0,51.5,"L, 21-27",Won,Under
2016,7,NOR,SEA,1.0,50.0,"W, 25-20",Won,Under
2016,8,NOR,@SFO,-5.0,53.0,"W, 41-23",Won,Over
2016,9,NOR,DEN,-3.0,50.0,"L, 23-25",Lost,Under
2016,10,NOR,@CAR,3.5,52.5,"L, 20-23",Won,Under
2016,11,NOR,LAR,-8.0,45.0,"W, 49-21",Won,Over
2016,12,NOR,DET,-6.5,53.0,"L, 13-28",Lost,Under
2016,13,NOR,@TAM,2.0,52.0,"L, 11-16",Lost,Under
2016,14,NOR,@ARI,3.0,48.5,"W, 48-41",Won,Over
2016,15,NOR,TAM,-3.0,53.0,"W, 31-24",Won,Over
2016,16,NOR,@ATL,7.5,58.5,"L, 32-38",Won,Over
2016,1,NYG,@DAL,1.0,47.5,"W, 20-19",Won,Under
2016,2,NYG,NOR,-3.5,54.0,"W, 16-13",Lost,Under
2016,3,NYG,WAS,-3.5,47.0,"L, 27-29",Lost,Over
2016,4,NYG,@MIN,3.5,42.5,"L, 10-24",Lost,Under
2016,5,NYG,@GNB,7.0,49.0,"L, 16-23",Push,Under
2016,6,NYG,BAL,-3.5,42.5,"W, 27-23",Won,Over
2016,7,NYG,@LAR,-2.5,44.5,"W, 17-10",Won,Under
2016,8,NYG,PHI,-3.0,42.5,"W, 28-23",Won,Over
2016,9,NYG,CIN,1.0,49.5,"W, 21-20",Won,Under
2016,10,NYG,CHI,-7.0,41.5,"W, 22-16",Lost,Under
2016,11,NYG,@CLE,-6.5,46.5,"W, 27-13",Won,Under
2016,12,NYG,@PIT,6.5,49.5,"L, 14-24",Lost,Under
2016,13,NYG,DAL,3.5,47.0,"W, 10-7",Won,Under
2016,14,NYG,DET,-4.0,42.5,"W, 17-6",Won,Under
2016,15,NYG,@PHI,1.5,42.5,"L, 19-24",Lost,Over
2016,16,NYG,@WAS,9.0,47.5,"W, 19-10",Won,Under
2016,17,NYG,@GNB,5.0,46.5,"L, 13-38",Lost,Over
2016,1,NYJ,CIN,-1.0,42.0,"L, 22-23",Lost,Over
2016,2,NYJ,@BUF,1.0,40.5,"W, 37-31",Won,Over
2016,3,NYJ,@KAN,3.0,44.5,"L, 3-24",Lost,Under
2016,4,NYJ,SEA,1.0,40.0,"L, 17-27",Lost,Over
2016,5,NYJ,@PIT,10.0,50.0,"L, 13-31",Lost,Under
2016,6,NYJ,@ARI,7.0,45.5,"L, 3-28",Lost,Under
2016,7,NYJ,BAL,-2.5,40.0,"W, 24-16",Won,Push
2016,8,NYJ,@CLE,-2.5,45.5,"W, 31-28",Won,Over
2016,9,NYJ,@MIA,3.5,45.0,"L, 23-27",Lost,Over
2016,10,NYJ,LAR,1.0,39.0,"L, 6-9",Lost,Under
2016,11,NYJ,NWE,8.5,48.0,"L, 17-22",Won,Under
2016,12,NYJ,IND,-1.0,48.5,"L, 10-41",Lost,Over
2016,13,NYJ,@SFO,3.0,42.5,"W, 23-17",Won,Under
2016,14,NYJ,MIA,2.5,40.0,"L, 13-34",Lost,Over
2016,15,NYJ,@NWE,17.0,45.0,"L, 3-41",Lost,Under
2016,16,NYJ,BUF,3.5,43.0,"W, 30-10",Won,Under
2016,1,PHI,CLE,-4.0,41.5,"W, 29-10",Won,Under
2016,2,PHI,@CHI,3.0,42.5,"W, 29-14",Won,Over
2016,3,PHI,PIT,3.5,46.5,"W, 34-3",Won,Under
2016,4,PHI,@DET,-3.5,46.0,"L, 23-24",Lost,Over
2016,5,PHI,@WAS,-3.0,45.0,"L, 20-27",Lost,Over
2016,6,PHI,MIN,3.0,39.0,"W, 21-10",Won,Under
2016,7,PHI,@DAL,5.0,44.0,"L, 23-29",Lost,Over
2016,8,PHI,@NYG,3.0,42.5,"L, 23-28",Lost,Over
2016,9,PHI,ATL,-2.0,48.5,"W, 24-15",Won,Under
2016,10,PHI,@SEA,6.5,42.5,"L, 15-26",Lost,Under
2016,11,PHI,GNB,-4.0,47.0,"L, 13-27",Lost,Under
2016,12,PHI,@CIN,2.0,42.0,"L, 14-32",Lost,Over
2016,13,PHI,WAS,2.0,48.5,"L, 22-27",Lost,Over
2016,14,PHI,@BAL,5.0,41.0,"L, 26-27",Won,Over
2016,15,PHI,NYG,-1.5,42.5,"W, 24-19",Won,Over
2016,16,PHI,DAL,-6.5,44.0,"W, 27-13",Won,Under
2016,1,PIT,@WAS,-2.5,49.0,"W, 38-16",Won,Over
2016,2,PIT,CIN,-3.0,48.0,"W, 24-16",Won,Under
2016,3,PIT,@PHI,-3.5,46.5,"L, 3-34",Lost,Under
2016,4,PIT,KAN,-3.0,48.0,"W, 43-14",Won,Over
2016,5,PIT,NYJ,-10.0,50.0,"W, 31-13",Won,Under
2016,6,PIT,@MIA,-7.5,49.5,"L, 15-30",Lost,Under
2016,7,PIT,NWE,7.5,49.0,"L, 16-27",Lost,Under
2016,8,PIT,@BAL,-3.5,46.0,"L, 14-21",Lost,Under
2016,9,PIT,DAL,-3.0,50.5,"L, 30-35",Lost,Over
2016,10,PIT,@CLE,-8.0,45.5,"W, 24-9",Won,Under
2016,11,PIT,@IND,-8.0,50.0,"W, 28-7",Won,Under
2016,12,PIT,NYG,-6.5,49.5,"W, 24-14",Won,Under
2016,13,PIT,@BUF,-1.0,45.5,"W, 27-20",Won,Over
2016,14,PIT,@CIN,-3.0,45.5,"W, 24-20",Won,Under
2016,15,PIT,BAL,-5.5,46.5,"W, 31-27",Lost,Over
2016,16,PIT,CLE,-3.0,41.5,"W, 27-24",Push,Over
2016,17,PIT,MIA,-11.0,47.5,"W, 30-12",Won,Under
2016,18,PIT,@KAN,2.5,45.5,"W, 18-16",Won,Under
2016,19,PIT,@NWE,5.5,50.0,"L, 17-36",Lost,Over
2016,1,SEA,MIA,-10.5,43.5,"W, 12-10",Lost,Under
2016,2,SEA,@LAR,-5.5,38.0,"L, 3-9",Lost,Under
2016,3,SEA,SFO,-10.5,42.0,"W, 37-18",Won,Over
2016,4,SEA,@NYJ,-1.0,40.0,"W, 27-17",Won,Over
2016,5,SEA,ATL,-7.0,45.5,"W, 26-24",Lost,Over
2016,6,SEA,@ARI,2.5,43.0,"T, 6-6",Won,Under
2016,7,SEA,@NOR,-1.0,50.0,"L, 20-25",Lost,Under
2016,8,SEA,BUF,-5.5,43.5,"W, 31-25",Won,Over
2016,9,SEA,@NWE,7.5,49.5,"W, 31-24",Won,Over
2016,10,SEA,PHI,-6.5,42.5,"W, 26-15",Won,Under
2016,11,SEA,@TAM,-5.0,46.0,"L, 5-14",Lost,Under
2016,12,SEA,CAR,-8.0,43.5,"W, 40-7",Won,Over
2016,13,SEA,@GNB,-3.0,47.0,"L, 10-38",Lost,Over
2016,14,SEA,LAR,-15.0,39.5,"W, 24-3",Won,Under
2016,15,SEA,ARI,-9.0,43.5,"L, 31-34",Lost,Over
2016,16,SEA,@SFO,-11.5,45.0,"W, 25-23",Lost,Over
2016,17,SEA,DET,-8.0,45.5,"W, 26-6",Won,Under
2016,18,SEA,@ATL,6.5,51.0,"L, 20-36",Lost,Over
2016,1,SFO,LAR,2.5,43.0,"W, 28-0",Won,Under
2016,2,SFO,@CAR,12.0,44.5,"L, 27-46",Lost,Over
2016,3,SFO,@SEA,10.5,42.0,"L, 18-37",Lost,Over
2016,4,SFO,DAL,1.0,44.5,"L, 17-24",Lost,Under
2016,5,SFO,ARI,3.5,42.5,"L, 21-33",Lost,Over
2016,6,SFO,@BUF,7.5,44.0,"L, 16-45",Lost,Over
2016,7,SFO,TAM,-1.0,45.0,"L, 17-34",Lost,Over
2016,8,SFO,NOR,5.0,53.0,"L, 23-41",Lost,Over
2016,9,SFO,@ARI,13.5,46.5,"L, 20-23",Won,Under
2016,10,SFO,NWE,10.5,51.5,"L, 17-30",Lost,Under
2016,11,SFO,@MIA,7.5,44.5,"L, 24-31",Won,Over
2016,12,SFO,@CHI,0.0,44.0,"L, 6-26",Lost,Under
2016,13,SFO,NYJ,-3.0,42.5,"L, 17-23",Lost,Under
